lon,lat,SummerModerate,SummerSevere,SummerExtreme,SummerModel,AutomnModerate,AutomnSevere,AutomnExtreme,AutomnModel,WinterModerate,WinterSevere,WinterExtreme,WinterModel,SpringModerate,SpringSevere,SpringExtreme,SpringModel
-57.8,-0.725,0,0,0,1,47.27,40.01,28.66,7,14.56,7.12,2.56,2,14.41,6.88,2.38,2
-58.3,-0.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-58.8,-0.725,0,0,0,1,0,0,0,1,-9.5,-4.96,-1.95,10,0,0,0,1
-59.3,-0.725,0,0,0,1,0,0,0,1,-11.05,-5.45,-2.06,10,0,0,0,1
-59.8,-0.725,0,0,0,1,0,0,0,1,-11.93,-5.72,-2.12,10,16.13,7.95,2.86,2
-60.3,-0.725,0,0,0,1,0,0,0,1,-13.49,-6.13,-2.2,10,13.89,6.95,2.58,2
-60.8,-0.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-61.3,-0.725,0,0,0,1,0,0,0,1,12.88,12.12,9.06,3,0,0,0,1
-61.8,-0.725,0,0,0,1,0,0,0,1,17.1,16.89,13.63,3,0,0,0,1
-62.3,-0.725,0,0,0,1,0,0,0,1,14.31,13.9,10.82,3,0,0,0,1
-62.8,-0.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-63.3,-0.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-63.8,-0.725,0,0,0,1,0,0,0,1,20.79,10.58,3.87,2,14.28,7.24,2.73,2
-64.3,-0.725,0,0,0,1,12.1,11.29,8.33,3,24.2,12.28,4.37,2,20.58,10.33,3.71,2
-64.8,-0.725,0,0,0,1,0,0,0,1,19.15,9.88,3.72,2,18.18,9.2,3.39,2
-65.3,-0.725,0,0,0,1,0,0,0,1,16.41,8.59,3.35,2,0,0,0,1
-65.8,-0.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-66.3,-0.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-66.8,-0.725,0,0,0,1,0,0,0,1,16.54,8.89,3.6,2,0,0,0,1
-67.3,-0.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-67.8,-0.725,0,0,0,1,0,0,0,1,0,0,0,1,15.99,8.28,3.19,2
-68.3,-0.725,31.34,25.5,17.4,4,0,0,0,1,20.35,10.79,4.21,2,30.68,16.11,5.79,2
-68.8,-0.725,34.31,25.75,15.8,4,19.75,10.47,4.09,2,19.73,10.4,4.03,2,28.67,15.03,5.47,2
-69.3,-0.725,24.66,12.9,4.81,2,31.23,26.79,19.53,4,17.21,9.04,3.53,2,19.45,10.2,3.93,2
-45.8,-1.225,0,0,0,1,0,0,0,1,0,0,0,1,-7.48,-3.53,-1.33,2
-46.3,-1.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-46.8,-1.225,0,0,0,1,0,0,0,1,10.87,10.66,8.11,3,11.08,9.76,6.74,3
-47.3,-1.225,0,0,0,1,0,0,0,1,15.08,15.6,12.94,3,0,0,0,1
-47.8,-1.225,-15.9,-6.7,-2.3,11,0,0,0,1,15.36,15.6,12.74,3,0,0,0,1
-48.3,-1.225,0,0,0,1,0,0,0,1,48.18,32.64,16.2,5,27.15,27.74,24.3,6
-48.8,-1.225,0,0,0,1,-13.19,-6.02,-2.17,2,16.19,8.68,3.51,2,-11.73,-5.43,-1.99,2
-49.3,-1.225,0,0,0,1,-12.59,-6.3,-2.27,3,16.86,9,3.6,2,-10.66,-4.99,-1.85,2
-49.8,-1.225,0,0,0,1,-11.45,-6.12,-2.26,3,20.19,10.66,4.14,2,0,0,0,1
-50.3,-1.225,0,0,0,1,-11.49,-6.16,-2.27,3,19.85,10.32,3.92,2,0,0,0,1
-50.8,-1.225,0,0,0,1,0,0,0,1,34.27,35.49,32.27,16,17.85,8.1,2.55,2
-51.3,-1.225,0,0,0,1,0,0,0,1,65.81,57.86,41.73,7,27.23,20.7,13.04,4
-51.8,-1.225,0,0,0,1,50.45,33.17,15.32,5,59.18,40.89,19.22,5,25.63,19.52,12.31,4
-52.3,-1.225,0,0,0,1,2.19,-0.71,-0.89,10,48.38,31.54,14.62,5,0,0,0,1
-52.8,-1.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-53.3,-1.225,0,0,0,1,0,0,0,1,18.96,9.85,3.76,2,0,0,0,1
-53.8,-1.225,0,0,0,1,0,0,0,1,24.66,12.67,4.59,2,0,0,0,1
-54.3,-1.225,0,0,0,1,0,0,0,1,66.29,49.06,24.39,5,36.65,38.93,36.53,6
-54.8,-1.225,0,0,0,1,0,0,0,1,69.01,51.18,24.36,5,53.36,43.53,29.25,7
-55.3,-1.225,0,0,0,1,46.7,30.71,14.62,5,37.66,18.62,5.64,2,23.9,18.4,11.71,4
-55.8,-1.225,0,0,0,1,58.93,40.58,18.96,5,36.67,17.34,4.87,2,19.47,9.3,3.12,2
-56.3,-1.225,0,0,0,1,68.83,51.87,25.71,5,31.78,15.13,4.55,2,18.62,8.83,2.95,2
-56.8,-1.225,0,0,0,1,68.35,51.61,25.93,5,26.86,13.01,4.22,2,20.56,9.62,3.1,2
-57.3,-1.225,0,0,0,1,53.97,36.56,17.38,5,18.21,9.02,3.22,2,14.96,7.1,2.44,2
-57.8,-1.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-58.3,-1.225,0,0,0,1,0,0,0,1,15.94,7.96,2.92,2,0,0,0,1
-58.8,-1.225,0,0,0,1,0,0,0,1,19.26,9.8,3.62,2,0,0,0,1
-59.3,-1.225,0,0,0,1,0,0,0,1,22.34,11.18,3.95,2,17.4,8.63,3.1,2
-59.8,-1.225,0,0,0,1,17.2,8.73,3.25,2,23.51,11.57,3.95,2,19.03,9.3,3.24,2
-60.3,-1.225,0,0,0,1,17.94,9.2,3.46,2,19.16,9.66,3.52,2,0,0,0,1
-60.8,-1.225,0,0,0,1,0,0,0,1,0,0,0,1,15.59,7.97,3.03,2
-61.3,-1.225,0,0,0,1,0,0,0,1,12.43,11.79,8.85,3,21.96,11.25,4.14,2
-61.8,-1.225,0,0,0,1,0,0,0,1,16.39,16.22,13.04,3,0,0,0,1
-62.3,-1.225,11.61,10.79,7.9,3,0,0,0,1,13.45,13.24,10.36,3,0,0,0,1
-62.8,-1.225,14.92,14.25,10.97,3,0,0,0,1,11.02,10.39,7.65,3,0,0,0,1
-63.3,-1.225,14.91,14.17,10.86,3,0,0,0,1,0,0,0,1,0,0,0,1
-63.8,-1.225,11.34,10.72,7.94,3,14.02,13.15,9.89,3,0,0,0,1,15.7,8.04,3.06,2
-64.3,-1.225,16.94,8.55,3.16,2,0,0,0,1,23.16,11.81,4.27,2,25.34,12.58,4.3,2
-64.8,-1.225,19.09,9.92,3.78,2,0,0,0,1,23.84,12.1,4.32,2,23.89,12,4.22,2
-65.3,-1.225,0,0,0,1,0,0,0,1,20.37,10.39,3.83,2,15.83,8.04,3.02,2
-65.8,-1.225,0,0,0,1,0,0,0,1,20.59,10.82,4.16,2,16.1,8.44,3.31,2
-66.3,-1.225,0,0,0,1,7.93,7.55,5.42,3,24.62,13.07,4.99,2,20.45,10.85,4.23,2
-66.8,-1.225,0,0,0,1,0,0,0,1,22.06,11.77,4.59,2,17.19,9.02,3.52,2
-67.3,-1.225,0,0,0,1,0,0,0,1,-13.62,-6.6,-2.3,3,0,0,0,1
-67.8,-1.225,11.72,10.42,7.33,11,-10.33,-5.56,-2.15,11,-14.27,-6.64,-2.3,3,0,0,0,1
-68.3,-1.225,23.99,12.69,4.83,2,0,0,0,1,17.04,8.94,3.49,2,27.27,14.07,5.04,2
-68.8,-1.225,35.23,18.39,6.3,2,19.41,10.18,3.92,2,21.9,11.52,4.4,2,29.09,15.02,5.31,2
-69.3,-1.225,30.78,15.73,5.4,2,33.04,28.07,20.25,4,20.07,10.48,4,2,21.96,11.41,4.28,2
-44.8,-1.725,0,0,0,1,-14.43,-6.63,-2.3,3,0,0,0,1,0,0,0,1
-45.3,-1.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-45.8,-1.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-46.3,-1.725,0,0,0,1,0,0,0,1,9.65,9.26,6.82,3,12.35,10.66,7.32,3
-46.8,-1.725,0,0,0,1,0,0,0,1,10.31,9.89,7.34,3,10.63,9.46,6.59,3
-47.3,-1.725,-15.9,-6.7,-2.3,11,0,0,0,1,15.54,15.53,12.53,3,0,0,0,1
-47.8,-1.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-48.3,-1.725,-11.04,-5.22,-1.94,2,0,0,0,1,0,0,0,1,-11.66,-5.4,-1.98,2
-48.8,-1.725,-10.8,-5.12,-1.91,2,0,0,0,1,0,0,0,1,-13.38,-6.04,-2.16,2
-49.3,-1.725,0,0,0,1,0,0,0,1,0,0,0,1,-10.11,-4.75,-1.77,2
-49.8,-1.725,0,0,0,1,-10.79,-6.01,-2.25,3,0,0,0,1,0,0,0,1
-50.3,-1.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-50.8,-1.725,0,0,0,1,0,0,0,1,50.5,33.61,15.92,5,23.6,23.8,20.27,6
-51.3,-1.725,0,0,0,1,0,0,0,1,52.66,35.88,17.44,5,0,0,0,1
-51.8,-1.725,0,0,0,1,20.18,10.03,3.53,5,0,0,0,1,0,0,0,1
-52.3,-1.725,0,0,0,1,9.27,9.91,7.93,6,0,0,0,1,0,0,0,1
-52.8,-1.725,0,0,0,1,6.55,6.67,4.93,6,12.86,12.62,9.8,6,0,0,0,1
-53.3,-1.725,0,0,0,1,0,0,0,1,16.51,8.47,3.22,2,0,0,0,1
-53.8,-1.725,0,0,0,1,0,0,0,1,54.9,36.69,16.92,5,33.21,33.16,28.86,6
-54.3,-1.725,0,0,0,1,0,0,0,1,46.17,29.91,13.95,5,35.46,36.88,33.73,6
-54.8,-1.725,0,0,0,1,0,0,0,1,17.22,8.94,3.44,2,27.16,28.55,25.74,6
-55.3,-1.725,0,0,0,1,0,0,0,1,28.74,14.37,4.84,2,0,0,0,1
-55.8,-1.725,17.63,9.07,3.43,2,54.83,37.03,17.36,5,30.04,14.69,4.72,2,0,0,0,1
-56.3,-1.725,19.05,9.79,3.67,2,69.34,53.16,27.21,5,24.56,12.33,4.31,2,0,0,0,1
-56.8,-1.725,0,0,0,1,64.76,47.76,24.04,5,15.95,8.11,3.05,2,0,0,0,1
-57.3,-1.725,0,0,0,1,49.52,32.67,15.32,5,0,0,0,1,0,0,0,1
-57.8,-1.725,0,0,0,1,25.99,28.49,26.66,6,0,0,0,1,0,0,0,1
-58.3,-1.725,0,0,0,1,0,0,0,1,17.08,8.58,3.15,2,0,0,0,1
-58.8,-1.725,0,0,0,1,0,0,0,1,24.08,12.2,4.35,2,0,0,0,1
-59.3,-1.725,0,0,0,1,0,0,0,1,26.37,13.08,4.43,2,16.84,8.3,2.97,2
-59.8,-1.725,0,0,0,1,16.32,8.38,3.19,2,25.35,12.41,4.14,2,17.33,8.47,2.98,2
-60.3,-1.725,0,0,0,1,21.82,11.36,4.27,2,20.55,10.31,3.69,2,14.37,7.15,2.62,2
-60.8,-1.725,0,0,0,1,23.84,12.73,4.91,2,0,0,0,1,20.8,10.53,3.81,2
-61.3,-1.725,17.37,8.87,3.33,2,22.44,12.03,4.71,2,11.47,11.41,8.84,3,34.01,17.18,5.62,2
-61.8,-1.725,0,0,0,1,27.43,30.64,29.37,6,14.09,14.14,11.32,3,30.15,15.51,5.41,2
-62.3,-1.725,10.86,10.59,8.03,3,29.7,33.24,32.22,6,10.28,10.08,7.62,3,28.25,14.34,4.97,2
-62.8,-1.725,13.22,13.03,10.18,3,0,0,0,1,9.16,8.7,6.32,3,41.67,40.77,35.34,8
-63.3,-1.725,16.4,16.54,13.53,3,10.06,9.06,6.37,3,0,0,0,1,41.91,42.38,38.17,8
-63.8,-1.725,0,0,0,1,9.37,9.01,6.64,3,18.94,9.86,3.77,2,27.35,13.9,4.86,2
-64.3,-1.725,25.17,12.84,4.58,2,20.65,10.94,4.25,2,34.56,17.21,5.46,2,34.63,17,5.25,2
-64.8,-1.725,23.16,12.15,4.59,2,20.02,10.55,4.08,2,36.29,18.03,5.61,2,32.71,3.04,-1.75,4
-65.3,-1.725,0,0,0,1,0,0,0,1,23.43,11.89,4.26,2,17.49,8.94,3.36,2
-65.8,-1.725,0,0,0,1,8.51,7.94,5.65,3,23.13,12.14,4.59,2,18.33,9.7,3.81,2
-66.3,-1.725,0,0,0,1,41.41,35.37,25.73,7,-9.45,-6.43,-2.3,14,24.03,12.71,4.84,2
-66.8,-1.725,0,0,0,1,23.35,26.2,24.74,6,-6.66,-4.44,-1.93,10,21.47,11.27,4.3,2
-67.3,-1.725,0,0,0,1,0,0,0,1,18.36,9.56,3.67,2,18.81,9.58,3.55,2
-67.8,-1.725,20.58,20.43,16.89,11,5.5,5.03,3.37,11,14.77,7.59,2.91,2,17.72,8.92,3.27,2
-68.3,-1.725,28.5,14.75,5.26,2,25.95,21.59,15.06,4,22.93,11.63,4.17,2,31.62,15.98,5.34,2
-68.8,-1.725,31.85,23.05,13.52,4,29.89,25.1,17.81,4,25.69,12.86,4.43,2,34,17.29,5.73,2
-69.3,-1.725,30.36,23.63,15.26,4,33.26,29.39,22.27,4,32.13,23.64,14.17,4,28.87,15.11,5.48,2
-44.8,-2.225,0,0,0,1,-11.88,-6.26,-2.28,3,0,0,0,1,0,0,0,1
-45.3,-2.225,-5.08,-3.38,-1.55,11,0,0,0,1,0,0,0,1,0,0,0,1
-45.8,-2.225,0,0,0,1,-10.44,-4.96,-1.85,2,0,0,0,1,0,0,0,1
-46.3,-2.225,0,0,0,1,0,0,0,1,0,0,0,1,10.61,9.22,6.29,3
-46.8,-2.225,-15.9,-6.7,-2.3,11,0,0,0,1,0,0,0,1,0,0,0,1
-47.3,-2.225,-15.9,-6.7,-2.3,11,0,0,0,1,11.06,9.89,6.96,3,0,0,0,1
-47.8,-2.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-48.3,-2.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-48.8,-2.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-49.3,-2.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-49.8,-2.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-50.3,-2.225,0,0,0,1,3.39,0.28,-0.44,10,0,0,0,1,0,0,0,1
-50.8,-2.225,0,0,0,1,16.37,6.66,1.67,10,0,0,0,1,0,0,0,1
-51.3,-2.225,16.19,8.77,3.59,2,33.15,23.08,12.76,8,48.57,31.67,14.66,5,0,0,0,1
-51.8,-2.225,0,0,0,1,47.51,45.03,37.69,9,40.79,25.3,11.33,5,0,0,0,1
-52.3,-2.225,0,0,0,1,22.74,25.31,23.64,6,0,0,0,1,0,0,0,1
-52.8,-2.225,0,0,0,1,10.03,10.29,8.05,6,0,0,0,1,0,0,0,1
-53.3,-2.225,0,0,0,1,0,0,0,1,50.14,32.42,14.64,5,0,0,0,1
-53.8,-2.225,0,0,0,1,26.21,14.55,5.9,5,57.91,39.45,18.32,5,0,0,0,1
-54.3,-2.225,0,0,0,1,0,0,0,1,49.31,32.26,14.97,5,0,0,0,1
-54.8,-2.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-55.3,-2.225,0,0,0,1,49.71,32.98,15.61,5,49.8,32.32,14.71,5,0,0,0,1
-55.8,-2.225,14.98,7.65,2.91,2,21.94,9.45,2.53,10,20.91,10.59,3.84,2,0,0,0,1
-56.3,-2.225,15.74,8.13,3.12,2,26.57,12.03,3.41,10,0,0,0,1,0,0,0,1
-56.8,-2.225,0,0,0,1,25.95,11.41,3.07,10,0,0,0,1,0,0,0,1
-57.3,-2.225,0,0,0,1,51.75,34.15,15.74,5,0,0,0,1,0,0,0,1
-57.8,-2.225,0,0,0,1,0,0,0,1,13.39,12.89,9.88,3,0,0,0,1
-58.3,-2.225,0,0,0,1,0,0,0,1,0,0,0,1,14.85,7.43,2.74,2
-58.8,-2.225,0,0,0,1,0,0,0,1,19.01,9.76,3.66,2,16.01,7.99,2.92,2
-59.3,-2.225,0,0,0,1,0,0,0,1,18.11,9.15,3.36,2,0,0,0,1
-59.8,-2.225,0,0,0,1,0,0,0,1,15.78,7.94,2.94,2,0,0,0,1
-60.3,-2.225,17.21,8.83,3.34,2,-8.9,-4.91,-1.97,10,0,0,0,1,0,0,0,1
-60.8,-2.225,21.98,11.06,3.94,2,5.56,0.25,-0.77,10,0,0,0,1,25.35,12.58,4.29,2
-61.3,-2.225,26.21,13.44,4.81,2,19.69,6.42,0.8,10,11.59,11.54,8.96,3,35.74,17.79,5.57,2
-61.8,-2.225,19.28,10.14,3.93,2,21.63,9.15,2.36,10,22.86,18.32,12.17,4,39.27,20,6.3,2
-62.3,-2.225,0,0,0,1,38.28,40.12,37.32,8,13,10.64,6.99,12,40.03,20.44,6.42,2
-62.8,-2.225,0,0,0,1,0,0,0,1,-1.51,-1.93,-1.14,10,35.64,18.13,5.91,2
-63.3,-2.225,0,0,0,1,0,0,0,1,0,0,0,1,31.11,16.14,5.67,2
-63.8,-2.225,19.85,10.48,4.07,2,0,0,0,1,-0.37,-1.96,-1.29,10,31.55,16.37,5.73,2
-64.3,-2.225,24.09,12.61,4.71,2,22.67,12.06,4.66,2,5.94,-1.69,-1.68,10,1.72,-2.23,-1.6,10
-64.8,-2.225,25.58,13.25,4.84,2,26.52,13.88,5.12,2,7.7,-1.32,-1.66,10,29.76,-3.16,-2.27,4
-65.3,-2.225,21.47,11.37,4.4,2,22.41,11.94,4.63,2,35.38,17.67,5.59,2,32.24,1.27,-2,4
-65.8,-2.225,0,0,0,1,10.2,9.71,7.15,3,22.51,11.9,4.56,2,23.61,12.59,4.86,2
-66.3,-2.225,0,0,0,1,11.23,10.5,7.7,3,3.12,-3.41,-2.04,14,20.85,11.07,4.31,2
-66.8,-2.225,0,0,0,1,20.12,21.86,19.67,6,24.49,12.83,4.8,2,28.85,15.17,5.54,2
-67.3,-2.225,21.84,11.72,4.61,2,23.82,26.39,24.68,6,24.4,12.68,4.68,2,32.36,16.75,5.8,2
-67.8,-2.225,26.35,13.83,5.12,2,11.21,11.97,9.81,3,24.87,12.69,4.54,2,32.02,16.5,5.68,2
-68.3,-2.225,33.13,16.53,5.32,2,31.81,24.54,15.66,4,30.13,14.32,4.35,2,41.77,20.45,5.77,2
-68.8,-2.225,29.17,14.52,4.82,2,23.78,11.99,4.24,2,32.99,15.13,4.18,2,41.23,20.34,5.87,2
-69.3,-2.225,31.32,24.12,15.37,4,12.7,4.72,1,8,34.23,16.48,4.92,2,34.96,18.24,6.26,2
-42.8,-2.725,0,0,0,1,0,0,0,1,-13.53,-6.54,-2.29,3,0,0,0,1
-43.3,-2.725,0,0,0,1,0,0,0,1,-10.81,-5.96,-2.24,3,0,0,0,1
-43.8,-2.725,0,0,0,1,15.16,7.9,3.08,2,0,0,0,1,0,0,0,1
-44.3,-2.725,0,0,0,1,0,0,0,1,-11.66,-6.12,-2.26,3,15.19,12.98,8.94,3
-44.8,-2.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-45.3,-2.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-45.8,-2.725,0,0,0,1,0,0,0,1,0,0,0,1,12.32,10.8,7.5,3
-46.3,-2.725,0,0,0,1,0,0,0,1,0,0,0,1,13.22,11.93,8.56,3
-46.8,-2.725,-15.9,-6.7,-2.3,11,0,0,0,1,0,0,0,1,14.29,12.97,9.43,3
-47.3,-2.725,-15.9,-6.7,-2.3,11,0,0,0,1,0,0,0,1,15.02,13.57,9.9,3
-47.8,-2.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-48.3,-2.725,0,0,0,1,32.94,35.99,34.43,6,13.56,12.29,8.92,3,0,0,0,1
-48.8,-2.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-49.3,-2.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-49.8,-2.725,0,0,0,1,-12.08,-6.35,-2.28,3,0,0,0,1,0,0,0,1
-50.3,-2.725,0,0,0,1,4.22,-3.19,-2.03,4,0,0,0,1,0,0,0,1
-50.8,-2.725,0,0,0,1,14.1,0.55,-1.44,4,0,0,0,1,0,0,0,1
-51.3,-2.725,21.95,11.77,4.62,2,46.49,30.92,15.02,5,41.98,25.9,11.43,5,0,0,0,1
-51.8,-2.725,0,0,0,1,45.14,29.36,13.84,5,0,0,0,1,0,0,0,1
-52.3,-2.725,0,0,0,1,0,0,0,1,15,7.65,2.9,2,0,0,0,1
-52.8,-2.725,0,0,0,1,0,0,0,1,49.82,32.5,14.93,5,0,0,0,1
-53.3,-2.725,0,0,0,1,43.93,27.63,12.37,5,65.26,47.86,23.67,5,0,0,0,1
-53.8,-2.725,0,0,0,1,60.95,43.51,21.37,5,60.18,41.9,19.84,5,0,0,0,1
-54.3,-2.725,0,0,0,1,61.25,44.34,22.37,5,47.89,30.4,13.55,5,0,0,0,1
-54.8,-2.725,0,0,0,1,57.16,24.88,3.59,7,0,0,0,1,0,0,0,1
-55.3,-2.725,0,0,0,1,38.08,23.41,10.48,5,0,0,0,1,0,0,0,1
-55.8,-2.725,-0.29,-4.77,-2.21,4,2.68,-3.77,-2.1,4,15.55,8.03,3.08,2,0,0,0,1
-56.3,-2.725,0.84,-3.55,-2,4,25.6,27.97,26.04,6,0,0,0,1,0,0,0,1
-56.8,-2.725,0,0,0,1,54.19,54.53,49.56,9,0,0,0,1,0,0,0,1
-57.3,-2.725,0,0,0,1,27.03,11.21,2.61,10,20.16,10.37,3.88,2,0,0,0,1
-57.8,-2.725,0,0,0,1,48.72,40.14,27.53,7,12.26,12.43,9.86,3,15.37,7.55,2.71,2
-58.3,-2.725,0,0,0,1,43.52,26.99,11.83,5,16.28,8.48,3.29,2,18.63,9.19,3.25,2
-58.8,-2.725,16.03,8.55,3.43,2,51.68,34.49,16.22,5,17.52,9.06,3.46,2,21.06,10.38,3.61,2
-59.3,-2.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-59.8,-2.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-60.3,-2.725,19.13,9.72,3.58,2,-9.33,-4.91,-1.94,10,0,0,0,1,0,0,0,1
-60.8,-2.725,26.71,13.4,4.6,2,8.4,1.33,-0.53,10,11.01,10.07,7.22,3,23.44,11.77,4.14,2
-61.3,-2.725,21,11.07,4.26,2,55.92,39.12,19.41,5,15.1,14.87,11.79,3,32.32,16.61,5.68,2
-61.8,-2.725,0,0,0,1,15.79,8.66,3.61,2,11.2,11.09,8.54,3,35.23,18.53,6.44,2
-62.3,-2.725,0,0,0,1,0,0,0,1,24.18,12.49,4.57,2,35.72,18.42,6.15,2
-62.8,-2.725,0,0,0,1,0,0,0,1,23.48,12.16,4.49,2,35.07,18.06,6.05,2
-63.3,-2.725,0,0,0,1,0,0,0,1,0,0,0,1,27.23,14.22,5.19,2
-63.8,-2.725,0,0,0,1,0,0,0,1,0,0,0,1,20.77,10.89,4.16,2
-64.3,-2.725,15.69,8.35,3.35,2,0,0,0,1,3.49,-0.93,-1.17,10,26.1,13.4,4.8,2
-64.8,-2.725,22.74,12,4.59,2,21.66,11.58,4.54,2,37.93,4.2,-1.75,4,22.52,-0.33,-1.99,4
-65.3,-2.725,26.29,14.06,5.36,2,23.79,12.89,5.09,2,35.52,17.84,5.7,2,35.74,18.16,5.91,2
-65.8,-2.725,0,0,0,1,9.33,8.97,6.6,3,27.46,4.63,-1.05,9,28.53,14.76,5.26,2
-66.3,-2.725,0,0,0,1,10.68,10.02,7.32,3,0,0,0,1,21.87,11.45,4.34,2
-66.8,-2.725,19.36,10.44,4.19,2,22.27,24.13,21.93,6,20.22,10.47,3.94,2,34.63,17.79,5.95,2
-67.3,-2.725,26.43,14.14,5.39,2,22.8,24.84,22.76,6,23.05,11.77,4.26,2,-1.68,-3.38,-1.83,10
-67.8,-2.725,27.26,14.26,5.23,2,22.22,18.82,13.29,4,29.75,22.37,13.83,4,32.12,16.62,5.76,2
-68.3,-2.725,27.21,13.64,4.66,2,31.34,24.07,15.27,4,28.37,13.5,4.17,2,41.37,20.63,6.07,2
-68.8,-2.725,24.08,11.93,4.09,2,21.42,10.79,3.86,2,30.22,13.67,3.79,2,37.15,18.17,5.41,2
-69.3,-2.725,20.43,10.63,4.03,2,2.7,-3.03,-1.93,8,30.79,14.82,4.58,2,29.67,15.52,5.58,2
-39.3,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-39.8,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.3,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.8,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-41.3,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-41.8,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-42.3,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-42.8,-3.225,0,0,0,1,0,0,0,1,-5.39,-6.01,-2.29,4,0,0,0,1
-43.3,-3.225,17.2,8.97,3.47,2,0,0,0,1,0,0,0,1,0,0,0,1
-43.8,-3.225,28.28,14.6,5.2,2,49.21,32.26,15.02,5,0,0,0,1,0,0,0,1
-44.3,-3.225,20.66,10.48,3.83,2,42.73,26.77,12.06,5,0,0,0,1,0,0,0,1
-44.8,-3.225,15.44,8.02,3.12,2,15.42,7.98,3.08,2,56.65,37.1,16.18,5,12.61,5.28,1.56,2
-45.3,-3.225,0,0,0,1,0,0,0,1,60.33,39.73,16.77,5,13.25,11.97,8.61,3
-45.8,-3.225,0,0,0,1,0,0,0,1,15.87,7.86,2.85,2,15.67,14.09,10.26,3
-46.3,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,16.16,14.76,10.94,3
-46.8,-3.225,10.9,9.9,7.06,3,0,0,0,1,0,0,0,1,17.12,15.64,11.65,3
-47.3,-3.225,11.23,10.27,7.38,3,0,0,0,1,0,0,0,1,17.78,16.14,12.01,3
-47.8,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-48.3,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-48.8,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-49.3,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-49.8,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-50.3,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-50.8,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-51.3,-3.225,15.93,8.38,3.3,2,0,0,0,1,0,0,0,1,0,0,0,1
-51.8,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-52.3,-3.225,0,0,0,1,0,0,0,1,14.64,7.31,2.7,2,0,0,0,1
-52.8,-3.225,0,0,0,1,0,0,0,1,49.7,32.12,14.53,5,0,0,0,1
-53.3,-3.225,0,0,0,1,33.84,19.88,8.46,5,57.03,38.71,17.99,5,0,0,0,1
-53.8,-3.225,0,0,0,1,47.53,31.01,14.46,5,50.45,32.83,14.96,5,0,0,0,1
-54.3,-3.225,0,0,0,1,40.37,24.85,10.99,5,0,0,0,1,0,0,0,1
-54.8,-3.225,0,0,0,1,31.76,18.23,7.56,5,0,0,0,1,0,0,0,1
-55.3,-3.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
