lon,lat,SummerModerate,SummerSevere,SummerExtreme,SummerModel,AutomnModerate,AutomnSevere,AutomnExtreme,AutomnModel,WinterModerate,WinterSevere,WinterExtreme,WinterModel,SpringModerate,SpringSevere,SpringExtreme,SpringModel
-54.3,-9.725,22.68,12.21,4.81,2,15.56,8.1,3.15,2,0,0,0,1,30.28,25.7,18.49,4
-54.8,-9.725,8.88,9.21,7.16,3,16.16,8.36,3.21,2,0,0,0,1,27.29,23.14,16.56,4
-55.3,-9.725,16.85,8.9,3.51,2,16.1,8.42,3.29,2,9.28,3.4,0.87,2,26.19,21.64,14.99,4
-55.8,-9.725,78.35,72.25,49.39,10,22.7,17.13,10.62,4,10.41,3.85,0.99,2,23.59,18.96,12.67,4
-56.3,-9.725,83.63,88.53,75.14,10,23.38,17.36,10.57,4,11.28,4.38,1.19,2,25.42,27.03,24.48,6
-56.8,-9.725,71.94,57.53,31.09,5,27.46,14.04,4.96,2,0,0,0,1,83.82,89.01,72.92,10
-57.3,-9.725,29.25,15.41,5.64,2,25.28,12.9,4.6,2,0,0,0,1,80.93,76.46,50.76,10
-57.8,-9.725,22.54,11.91,4.56,2,23.04,11.83,4.32,2,0,0,0,1,20.27,10.58,4.03,2
-58.3,-9.725,0,0,0,1,28.89,23.94,16.69,4,0,0,0,1,0,0,0,1
-58.8,-9.725,12.44,12.66,10.1,3,27.18,23.5,17.2,4,0,0,0,1,11.48,10.94,8.17,3
-59.3,-9.725,22.92,24.2,21.51,6,26.97,13.52,4.65,2,0,0,0,1,13.61,13.27,10.3,3
-59.8,-9.725,25.53,27.19,24.67,6,70.21,52.61,25.15,5,0,0,0,1,14.04,13.92,11.02,3
-60.3,-9.725,31.16,28.47,22.36,8,77.17,63.25,31.51,5,0,0,0,1,70.19,52.81,25.54,5
-60.8,-9.725,58.37,46.47,29.07,7,32.39,16.42,5.5,2,0,0,0,1,75.76,60.46,29.41,5
-61.3,-9.725,59.18,50.38,35.33,7,16.34,17.02,14.34,3,47.67,27.04,10.04,5,65.17,54.45,35.74,7
-61.8,-9.725,27.32,14.37,5.31,2,27.43,23.8,17.49,4,53.22,44.23,30.85,15,62.59,51.12,32.71,7
-62.3,-9.725,36.01,18.85,6.46,2,32.89,26.43,17.8,4,51.15,29.5,10.83,5,60.19,50.66,34.76,7
-62.8,-9.725,35.51,26.13,15.57,4,38.36,28.51,17.15,4,14.35,6.62,2.2,2,32.91,26.47,17.85,4
-63.3,-9.725,39.68,20.8,6.89,2,29.61,15.56,5.64,2,0,0,0,1,28.71,21.75,13.59,4
-63.8,-9.725,39.94,21.41,7.37,2,35.95,29.95,21.11,4,0,0,0,1,30.4,22.74,13.95,4
-64.3,-9.725,20.37,10.7,4.11,2,0,0,0,1,0,0,0,1,25.76,12.9,4.45,2
-64.8,-9.725,0,0,0,1,0,0,0,1,0,0,0,1,20.29,10.25,3.72,2
-65.3,-9.725,0,0,0,1,0,0,0,1,0,0,0,1,18.48,9.5,3.57,2
-65.8,-9.725,16.6,8.89,3.58,2,0,0,0,1,0,0,0,1,23.67,11.94,4.22,2
-66.3,-9.725,36.6,40.99,40.63,11,16.15,8.52,3.36,2,0,0,0,1,34.88,17.76,5.85,2
-66.8,-9.725,23.3,25.37,23.28,6,21.11,11.27,4.42,2,0,0,0,1,68.2,51.04,25.18,5
-67.3,-9.725,20.92,11.47,4.68,2,57.47,40.49,20.1,5,0,0,0,1,83.47,87.36,71.49,10
-67.8,-9.725,20.08,10.95,4.46,2,18.4,19.69,17.26,6,0,0,0,1,83.3,86.55,70.03,10
-68.3,-9.725,27.35,14.85,5.77,2,26.14,14.04,5.4,2,0,0,0,1,46.79,52.88,54.12,11
-68.8,-9.725,29.9,30.4,26.77,13,24.86,19.41,12.55,4,0,0,0,1,81.32,78.66,55.67,10
-69.3,-9.725,12.96,13.7,11.35,3,32.41,33.03,29.37,8,0,0,0,1,52.73,43.59,29.78,7
-69.8,-9.725,13.56,14.49,12.2,3,30.59,33.31,31.52,6,0,0,0,1,48.96,40.71,28.3,7
-70.3,-9.725,10.08,10.55,8.4,3,31.22,34.05,32.34,6,0,0,0,1,31.26,34.67,33.49,6
-71.3,-9.725,54.62,37.97,18.85,5,64.22,55.31,38.73,7,28.69,29.89,26.86,11,50.04,41.66,28.97,7
-71.8,-9.725,61.96,44.65,22.18,5,72.58,64,43.67,7,44.1,26.48,11.03,5,49.72,32.99,15.62,5
-36.3,-10.225,0,0,0,1,0,0,0,1,15.89,8.05,3.01,2,0,0,0,1
-36.8,-10.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-37.3,-10.225,0,0,0,1,0,0,0,1,45.09,28.26,12.53,5,0,0,0,1
-37.8,-10.225,0,0,0,1,0,0,0,1,45.79,27.75,11.57,5,0,0,0,1
-38.3,-10.225,0,0,0,1,-11.61,-6.18,-2.27,3,17.6,8.95,3.33,2,0,0,0,1
-38.8,-10.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-39.3,-10.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-39.8,-10.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.3,-10.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.8,-10.225,0,0,0,1,0,0,0,1,4.33,1.02,-0.07,5,0,0,0,1
-41.3,-10.225,0,0,0,1,0,0,0,1,-15.76,-6.7,-2.3,3,0,0,0,1
-41.8,-10.225,0,0,0,1,0,0,0,1,-15.89,-6.7,-2.3,4,0,0,0,1
-42.3,-10.225,0,0,0,1,0,0,0,1,-15.55,-6.55,-2.15,3,0,0,0,1
-42.8,-10.225,0,0,0,1,0,0,0,1,-15.46,-6.7,-2.3,4,0,0,0,1
-43.3,-10.225,0,0,0,1,0,0,0,1,-14.31,-5.11,-0.71,5,0,0,0,1
-43.8,-10.225,0,0,0,1,0,0,0,1,-12.24,-6.7,-2.3,2,0,0,0,1
-44.3,-10.225,18.17,9.35,3.53,2,0,0,0,1,0,0,0,1,0,0,0,1
-44.8,-10.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-45.3,-10.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-45.8,-10.225,0,0,0,1,0,0,0,1,0,0,0,1,20.15,19.87,16.3,3
-46.3,-10.225,-12.16,-5.76,-2.12,10,0,0,0,1,0,0,0,1,11.01,10.12,7.3,3
-46.8,-10.225,19.03,10,3.87,2,0,0,0,1,0,0,0,1,0,0,0,1
-47.3,-10.225,22.08,11.69,4.5,2,0,0,0,1,0,0,0,1,15.42,7.66,2.79,2
-47.8,-10.225,23.82,12.81,5,2,0,0,0,1,0,0,0,1,26.44,13.33,4.63,2
-48.3,-10.225,16.39,8.93,3.68,2,0,0,0,1,0,0,0,1,28.26,14.67,5.27,2
-48.8,-10.225,24.14,12.97,5.05,2,0,0,0,1,0,0,0,1,30.17,22.87,14.28,4
-49.3,-10.225,24.48,13.13,5.09,2,19.94,10.63,4.19,2,0,0,0,1,30.17,23.13,14.65,4
-49.8,-10.225,0,0,0,1,18.81,9.95,3.89,2,0,0,0,1,24.66,12.74,4.66,2
-50.3,-10.225,0,0,0,1,19.89,10.49,4.07,2,0,0,0,1,26.46,13.68,4.94,2
-50.8,-10.225,44.13,29.15,14.19,5,0,0,0,1,0,0,0,1,28.21,14.75,5.36,2
-51.3,-10.225,6.92,1.48,-0.22,10,0,0,0,1,0,0,0,1,26.41,13.88,5.15,2
-51.8,-10.225,29.15,15.69,5.94,2,19.42,10.31,4.05,2,2.36,-3.51,-2.27,2,27.34,14.28,5.22,2
-52.3,-10.225,38.27,20.22,6.89,2,27.25,14.21,5.18,2,3.08,-3.51,-2.27,2,31.13,15.96,5.5,2
-52.8,-10.225,38.47,20.4,6.98,2,28.93,15.21,5.55,2,7.37,1.23,-0.86,2,34.42,25.82,15.84,4
-53.3,-10.225,34.98,18.64,6.64,2,25.68,13.38,4.92,2,0,0,0,1,36.93,27.61,16.8,4
-53.8,-10.225,28.91,15.6,5.94,2,21.09,11.04,4.21,2,0,0,0,1,34.48,25.92,15.94,4
-54.3,-10.225,26.33,14.36,5.66,2,20.15,10.68,4.17,2,0,0,0,1,32.95,26.33,17.58,4
-54.8,-10.225,47.59,32.24,16.07,5,9.81,9.85,7.55,3,0,0,0,1,27.72,22.04,14.61,4
-55.3,-10.225,0,0,0,1,7.67,7.52,5.49,3,8.67,3.1,0.77,2,25.91,20.37,13.29,4
-55.8,-10.225,0,0,0,1,15.84,8.36,3.31,2,6.07,0.17,-2.07,2,27.25,22.58,15.7,4
-56.3,-10.225,39.92,45.06,45.4,11,22.33,11.81,4.53,2,0,0,0,1,29.88,25.42,18.33,4
-56.8,-10.225,67.91,52.33,27.77,5,22.87,11.99,4.53,2,0,0,0,1,34.37,33.8,29.06,8
-57.3,-10.225,31,6.78,-0.6,4,22.44,11.47,4.18,2,0,0,0,1,44.94,23.08,6.91,2
-57.8,-10.225,23.85,12.71,4.9,2,20.88,10.58,3.84,2,0,0,0,1,29.64,15.43,5.51,2
-58.3,-10.225,22.65,12.17,4.78,2,32.12,29.08,22.65,4,0,0,0,1,0,0,0,1
-58.8,-10.225,22.23,11.84,4.6,2,27.65,23.25,16.48,4,0,0,0,1,0,0,0,1
-59.3,-10.225,50.37,33.11,15.36,5,61.13,41.95,19,5,0,0,0,1,13.7,13.29,10.28,3
-59.8,-10.225,58.96,40.97,19.55,5,72.96,56.36,27.25,5,0,0,0,1,13.14,12.91,10.06,3
-60.3,-10.225,60.92,51.41,35.28,7,76.83,61.47,28.79,5,0,0,0,1,58.4,46.86,29.83,7
-60.8,-10.225,72.51,55.63,26.55,5,34.61,17.47,5.68,2,0,0,0,1,70.27,52.52,24.93,5
-61.3,-10.225,7.59,0.91,-0.67,10,18.41,9.34,3.45,2,0,0,0,1,60.44,50.41,34.03,7
-61.8,-10.225,41.58,43.46,40.59,13,17.9,9.07,3.35,2,55.99,51.5,41.78,15,63.15,53.4,36.4,7
-62.3,-10.225,32.78,17.57,6.45,2,26.59,13.55,4.78,2,41.66,21.89,7.52,5,63.9,53.55,35.69,7
-62.8,-10.225,39.05,20.71,7.06,2,38.48,29.68,18.81,4,0,0,0,1,30.92,24.44,16.11,4
-63.3,-10.225,40.36,21.11,6.92,2,36.2,18.5,6.04,2,0,0,0,1,34.55,17.2,5.47,2
-63.8,-10.225,37.14,19.79,6.93,2,37.38,30.35,20.68,4,0,0,0,1,30.2,22.29,13.44,4
-64.3,-10.225,23.59,12.84,5.12,2,33.61,31.37,25.37,4,0,0,0,1,32.33,24.97,15.96,4
-64.8,-10.225,17.97,9.71,3.93,2,31.66,26.51,18.77,4,14.87,7.12,2.47,2,38.85,29.3,17.97,4
-67.3,-10.225,29.49,27.09,21.33,8,69.01,51.55,25.02,5,19.83,8.81,2.65,2,64.01,45.49,21.36,5
-67.8,-10.225,80.34,76.12,52.61,10,26.73,14.02,5.18,2,14.3,6.6,2.2,2,83.65,87.77,70.04,10
-68.3,-10.225,34.19,18.26,6.57,2,30.44,15.69,5.48,2,13.81,6.47,2.19,2,34.36,25,14.7,4
-68.8,-10.225,27.83,23.6,16.88,4,26.54,21.49,14.54,4,0,0,0,1,32.93,23.72,13.78,4
-69.3,-10.225,11.77,12.29,9.96,3,13.02,13.6,11.16,3,0,0,0,1,38.33,20.62,7.26,2
-69.8,-10.225,0,0,0,1,10.42,10.52,8.16,3,0,0,0,1,31.05,16.44,5.98,2
-70.3,-10.225,9.41,9.31,7.01,3,10.93,10.9,8.42,3,0,0,0,1,27.66,20.82,12.89,4
-37.3,-10.725,0,0,0,1,0,0,0,1,1.02,-1.7,-1.3,10,13.83,6.32,2.08,2
-37.8,-10.725,0,0,0,1,0,0,0,1,20.45,10.46,3.87,2,0,0,0,1
-38.3,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-38.8,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-39.3,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-39.8,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.3,-10.725,0,0,0,1,0,0,0,1,16.93,8.56,3.17,2,0,0,0,1
-40.8,-10.725,0,0,0,1,0,0,0,1,-10.06,-4.73,-1.76,2,0,0,0,1
-41.3,-10.725,0,0,0,1,0,0,0,1,-15.9,-6.7,-2.3,4,0,0,0,1
-41.8,-10.725,0,0,0,1,0,0,0,1,-15.9,-6.7,-2.3,4,0,0,0,1
-42.3,-10.725,0,0,0,1,0,0,0,1,-15.58,-6.55,-2.15,3,0,0,0,1
-42.8,-10.725,0,0,0,1,0,0,0,1,-11.11,-5.14,-0.74,2,0,0,0,1
-43.3,-10.725,0,0,0,1,0,0,0,1,-15.51,-6.7,-2.3,2,0,0,0,1
-43.8,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-44.3,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-44.8,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-45.3,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,9.96,9.24,6.65,3
-45.8,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,16.91,16.32,12.86,3
-46.3,-10.725,11.89,11.69,9.01,3,0,0,0,1,0,0,0,1,0,0,0,1
-46.8,-10.725,22.16,11.65,4.43,2,0,0,0,1,0,0,0,1,0,0,0,1
-47.3,-10.725,22.31,11.84,4.57,2,0,0,0,1,0,0,0,1,0,0,0,1
-47.8,-10.725,28.08,14.99,5.64,2,0,0,0,1,0,0,0,1,28.79,14.16,4.62,2
-48.3,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,19.51,10.19,3.9,2
-48.8,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,19.81,10.3,3.91,2
-49.3,-10.725,0,0,0,1,54.08,37.24,18.25,5,0,0,0,1,20.61,10.63,3.97,2
-49.8,-10.725,0,0,0,1,50.44,33.73,16.11,5,0,0,0,1,20.36,10.45,3.88,2
-50.3,-10.725,8.71,8.82,6.71,3,24.49,18.32,11.25,4,0,0,0,1,30.95,15.72,5.33,2
-50.8,-10.725,15.31,6.11,1.49,10,20.51,10.59,3.97,2,0,0,0,1,31.96,16.33,5.55,2
-51.3,-10.725,10.09,2.55,-0.04,10,51.45,34.1,15.93,5,0,0,0,1,30.18,15.73,5.62,2
-51.8,-10.725,26.75,14.4,5.54,2,17.55,9.29,3.66,2,0,0,0,1,25.5,13.38,4.99,2
-52.3,-10.725,34.11,18.02,6.37,2,26.89,14.17,5.27,2,0.75,-5.27,-0.9,2,32.24,23.5,13.89,4
-52.8,-10.725,34.79,18.31,6.39,2,28.28,14.87,5.46,2,4.75,-0.88,2.79,2,31.62,22.81,13.32,4
-53.3,-10.725,34.47,18.4,6.6,2,27.78,14.68,5.44,2,0,0,0,1,35.93,26.76,16.21,4
-53.8,-10.725,25.12,13.57,5.3,2,21.56,11.4,4.39,2,0,0,0,1,32.28,24.7,15.59,4
-54.3,-10.725,20.94,11.37,4.57,2,19.95,10.61,4.16,2,0,0,0,1,31.14,24.09,15.44,4
-54.8,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,27.69,21.27,13.5,4
-55.3,-10.725,0,0,0,1,0,0,0,1,0,0,0,1,21.68,16.71,10.6,4
-55.8,-10.725,46.84,31.4,15.44,5,0,0,0,1,0,0,0,1,22.3,17.47,11.31,4
-56.3,-10.725,55.82,39.44,20,5,16.91,8.99,3.57,2,0,0,0,1,29.37,15.44,5.62,2
-56.8,-10.725,57.88,41.4,21.1,5,18.96,9.95,3.85,2,0,0,0,1,38.86,20.34,6.78,2
-57.3,-10.725,21.58,0.76,-1.77,4,19.2,9.63,3.47,2,0,0,0,1,38.25,19.49,6.21,2
-57.8,-10.725,23.31,12.45,4.83,2,18.08,8.96,3.2,2,0,0,0,1,25.25,13.08,4.78,2
-58.3,-10.725,31.13,16.91,6.41,2,15.31,5.15,0.78,8,0,0,0,1,0,0,0,1
-58.8,-10.725,27.64,14.75,5.57,2,27.7,14.23,5.05,2,0,0,0,1,48.15,31.86,15.2,5
-59.3,-10.725,60.38,42.97,21.15,5,34.59,17.98,6.16,2,0,0,0,1,11.49,11.27,8.63,3
-59.8,-10.725,71.23,55.98,29.38,5,78.19,65.18,32.51,5,0,0,0,1,53.4,44.02,29.9,7
-60.3,-10.725,74.89,60.39,30.94,5,75.15,58.51,26.85,5,11.27,2.14,-2.2,2,58.15,49.04,34.08,7
-60.8,-10.725,36.35,19.31,6.77,2,-15.9,-6.7,-2.3,13,0,0,0,1,12.46,12.51,9.87,3
-61.3,-10.725,0.63,-1.9,-1.37,10,19.9,10.3,3.88,2,0,0,0,1,11.43,11.25,8.63,3
-61.8,-10.725,17.22,9.02,3.51,2,10.91,10.87,8.39,3,45.93,23.83,7.75,5,54.52,45.05,30.67,7
-62.3,-10.725,9.67,10.18,8.1,3,26.68,22,15.21,4,58.29,55.38,46.94,15,11.85,11.86,9.27,3
-62.8,-10.725,26.42,20.81,13.61,4,21.89,11.25,4.15,2,0,0,0,1,18.58,9.45,3.5,2
-63.3,-10.725,34.08,18.39,6.75,2,37.21,31.02,21.88,4,0,0,0,1,25.38,20,13.08,4
-63.8,-10.725,55.92,38.58,18.64,5,29.68,24.81,17.49,4,15.81,7.08,2.22,2,26.6,13.62,4.85,2
-64.3,-10.725,22.57,12.23,4.87,2,31.4,27.09,19.89,4,19.67,8.98,2.8,2,34.96,17.88,5.93,2
-64.8,-10.725,19.32,10.39,4.15,2,34.27,27.15,17.93,4,17.99,8.39,2.74,2,36.63,18.51,5.89,2
-65.3,-10.725,0,0,0,1,19.05,9.83,3.7,2,0,0,0,1,26.57,13.74,4.96,2
-68.3,-10.725,19.16,10.29,4.11,2,26.47,20.28,12.83,4,0,0,0,1,39.27,20.74,7,2
-68.8,-10.725,-15.89,-6.7,-2.3,15,16.27,16.48,13.53,3,0,0,0,1,21.76,11.58,4.51,2
-69.3,-10.725,14.25,14,11.01,3,14.74,14.67,11.71,3,0,0,0,1,24.2,12.8,4.87,2
-69.8,-10.725,14.52,14.14,11.05,3,14.34,14.3,11.39,3,0,0,0,1,20.33,10.68,4.1,2
-70.3,-10.725,13.42,13.14,10.23,3,12.63,12.71,10.06,3,0,0,0,1,23.55,12.4,4.69,2
-37.3,-11.225,0,0,0,1,25.56,12.54,4.19,2,44.07,17.88,3.01,10,21.51,9.57,2.84,2
-37.8,-11.225,0,0,0,1,0,0,0,1,24.37,12.72,4.74,2,0,0,0,1
-38.3,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-38.8,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-39.3,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-39.8,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-40.3,-11.225,0,0,0,1,0,0,0,1,17.5,8.91,3.32,2,0,0,0,1
-40.8,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-41.3,-11.225,0,0,0,1,0,0,0,1,-15.9,-6.7,-2.3,4,0,0,0,1
-41.8,-11.225,0,0,0,1,0,0,0,1,-15.76,-6.69,-2.3,4,0,0,0,1
-42.3,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-42.8,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-43.3,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-43.8,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-44.3,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-44.8,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-45.3,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-45.8,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-46.3,-11.225,24.98,19.45,12.53,4,0,0,0,1,0,0,0,1,0,0,0,1
-46.8,-11.225,29.65,23.07,14.89,4,0,0,0,1,0,0,0,1,18.37,9.29,3.42,2
-47.3,-11.225,25.11,13.31,5.04,2,11.59,10.95,8.12,3,0,0,0,1,14.87,7.52,2.82,2
-47.8,-11.225,24.41,21.04,15.23,4,0,0,0,1,0,0,0,1,17.63,8.88,3.26,2
-48.3,-11.225,54.94,38.87,19.88,5,47.96,31.05,14.28,5,0,0,0,1,18.97,9.75,3.66,2
-48.8,-11.225,63.74,47.52,24.81,5,64.06,46.79,23.33,5,0,0,0,1,8.79,8.66,6.45,3
-49.3,-11.225,30.37,29.61,24.96,8,56.36,46.7,31.74,7,0,0,0,1,15,7.68,2.93,2
-49.8,-11.225,28.46,15.06,5.57,2,69.16,31.98,3.24,9,0,0,0,1,17.42,8.88,3.32,2
-50.3,-11.225,28.22,14.82,5.43,2,29.38,14.73,4.96,2,0,0,0,1,29.99,15.11,5.1,2
-50.8,-11.225,22.88,12.15,4.68,2,31.5,16.12,5.52,2,0,0,0,1,28.4,14.53,5.09,2
-51.3,-11.225,20.41,10.92,4.31,2,58.63,41.09,19.98,5,7.47,-4.32,-0.9,3,29.98,15.55,5.52,2
-51.8,-11.225,23.88,12.85,5.03,2,46.63,30.72,14.68,5,7.58,-4.26,-0.9,3,23.75,12.28,4.52,2
-52.3,-11.225,23.09,12.26,4.71,2,15.9,8.44,3.37,2,0,0,0,1,28.23,22.8,15.41,4
-52.8,-11.225,29.08,15.3,5.58,2,27.12,14.33,5.34,2,0,0,0,1,31.73,25.21,16.72,4
-53.3,-11.225,35.9,18.97,6.61,2,31.53,16.6,5.96,2,0,0,0,1,36.72,28.78,18.7,4
-53.8,-11.225,28.43,21.83,13.84,4,21.37,11.27,4.33,2,0,0,0,1,32.02,26.26,18.13,4
-54.3,-11.225,20.32,10.86,4.28,2,16.92,8.87,3.46,2,0,0,0,1,37.35,36.06,30.54,8
-54.8,-11.225,19.31,20.05,17.21,6,0,0,0,1,0,0,0,1,23.49,18.44,11.98,4
-55.3,-11.225,0,0,0,1,0,0,0,1,0,0,0,1,10.6,11.01,8.75,3
-55.8,-11.225,56.43,40.43,20.93,5,15.63,8.21,3.23,2,0,0,0,1,9.23,9.47,7.33,3
-56.3,-11.225,57.99,41.61,21.32,5,21.45,11.29,4.33,2,0,0,0,1,25.46,13.5,5.11,2
-56.8,-11.225,56.99,40.83,21.05,5,20.08,10.57,4.07,2,0,0,0,1,30.51,16.28,6.03,2
-57.3,-11.225,55.05,38.6,19.39,5,17.21,8.65,3.17,2,0,0,0,1,24.07,12.59,4.71,2
-57.8,-11.225,27.02,14.68,5.72,2,30.8,27.02,20.24,4,0,0,0,1,20.41,21.26,18.4,6
-58.3,-11.225,25.7,13.58,5.11,2,24.24,12.34,4.42,2,0,0,0,1,17.15,9.07,3.57,2
-58.8,-11.225,25.81,13.54,5.03,2,28.39,14.48,5.05,2,0,0,0,1,53.32,36.85,18.3,5
-59.3,-11.225,30.02,23.01,14.57,4,38.15,19.98,6.72,2,0,0,0,1,11.27,11.59,9.22,3
-59.8,-11.225,72.94,57.92,30,5,79.89,69.69,36.74,5,40.89,41.88,38.03,11,59.12,42.08,21.01,5
-60.3,-11.225,35.88,19.19,6.83,2,39.62,20.99,7.1,2,0,0,0,1,54.33,46.21,32.93,7
-60.8,-11.225,32.2,17.09,6.19,2,29.74,15.72,5.76,2,0,0,0,1,14.16,14.45,11.73,3
-61.3,-11.225,24.56,12.77,4.71,2,-15.9,-6.7,-2.3,16,0,0,0,1,11.37,11.21,8.6,3
-61.8,-11.225,17.99,9.55,3.77,2,0,0,0,1,27.96,27.76,23.56,6,12.5,12.47,9.79,3
-62.3,-11.225,20.94,11.28,4.48,2,15.96,8.23,3.15,2,57.86,54.68,46.01,15,12.25,12.21,9.55,3
-62.8,-11.225,19.2,10.17,3.98,2,15.09,7.71,2.93,2,58.81,59.59,54.95,15,0,0,0,1
-63.3,-11.225,21.62,23.6,21.51,6,30.65,26.07,18.8,4,42.84,42.22,36.98,13,10.28,10.32,7.95,3
-63.8,-11.225,22.86,12.28,4.82,2,-13.8,-6.29,-2.24,10,14.63,6.47,2,2,21.82,10.96,3.91,2
-64.3,-11.225,15.35,8.12,3.23,2,32.01,25.14,16.42,4,13.98,6.5,2.18,2,30.4,15.22,5.06,2
-64.8,-11.225,0,0,0,1,19.89,10.03,3.64,2,0,0,0,1,26.28,13.34,4.68,2
-65.3,-11.225,0,0,0,1,15.06,7.86,3.07,2,0,0,0,1,22.06,11.68,4.5,2
-37.8,-11.725,0,0,0,1,0,0,0,1,29.51,15.55,5.68,2,0,0,0,1
-38.3,-11.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-38.8,-11.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-39.3,-11.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-39.8,-11.725,0,0,0,1,0,0,0,1,43.6,26.45,11.19,5,0,0,0,1
-40.3,-11.725,0,0,0,1,13.48,6.41,2.23,2,66.79,46.85,20.37,5,14.21,6.96,2.51,2
-40.8,-11.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-41.3,-11.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-41.8,-11.725,0,0,0,1,0,0,0,1,-13.74,-6.48,-2.29,3,0,0,0,1
-42.3,-11.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-42.8,-11.725,0,0,0,1,0,0,0,1,-11.99,-6.06,-2.23,3,0,0,0,1
-43.3,-11.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-43.8,-11.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-44.3,-11.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-44.8,-11.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-45.3,-11.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-45.8,-11.725,-8.94,-4.91,-1.97,10,0,0,0,1,0,0,0,1,16.65,8.21,2.94,2
-46.3,-11.725,37.33,18.33,5.49,2,17.74,8.81,3.17,2,0,0,0,1,22.24,11.13,3.93,2
-46.8,-11.725,60.64,51.82,36.43,7,11.19,10.49,7.71,3,0,0,0,1,18.24,9.27,3.44,2
-47.3,-11.725,25.46,13.41,5.03,2,0,0,0,1,0,0,0,1,15.94,8.11,3.05,2
-47.8,-11.725,21.86,11.44,4.34,2,52.25,15.86,0.2,9,0,0,0,1,24.71,19.61,12.94,4
-48.3,-11.725,62.02,45.73,23.77,5,14.79,14.59,11.55,3,0,0,0,1,27.24,23.1,16.52,4
-48.8,-11.725,0,0,0,1,46.6,29.59,13.28,5,0,0,0,1,8.41,8.36,6.24,3
-49.3,-11.725,17.36,9.25,3.69,2,-9.06,-6.7,-2.3,13,0,0,0,1,9.58,9.22,6.81,3
-49.8,-11.725,29.29,22.51,14.31,4,15.47,15.67,12.78,3,0,0,0,1,14.68,14.79,11.94,3
-50.3,-11.725,31.31,15.94,5.41,2,26.46,13.28,4.58,2,0,0,0,1,24.69,12.35,4.29,2
-50.8,-11.725,24.27,12.66,4.71,2,25.74,13.16,4.7,2,0,0,0,1,21.09,10.82,4,2
-51.3,-11.725,21.28,11.38,4.47,2,20.39,10.7,4.11,2,17.25,13.2,1.73,3,25.14,12.94,4.69,2
-51.8,-11.725,25.01,13.53,5.3,2,51.7,34.67,16.49,5,0,0,0,1,23.86,12.09,4.31,2
-52.3,-11.725,18.71,9.99,3.96,2,16.56,8.74,3.45,2,0,0,0,1,19.87,10.08,3.69,2
